id_ruta,codigo_ruta,nombre_ruta,recorrido,sistema_ruta,tipo_ruta,empresa,id_gflota,from_date,tipo_actoadmin,numero_actoadmin,anio_actoadmin,estado,fecha_actualizacion
90365,250VF_C,Villa Flora-Curazao,Destino-Origen,2A,Directa Centro,Palenque Robledal,113105,1755182463247,,,,,1755182463247
90271,95,Perlas Minorista,Origen-Destino,6H,Directa Centro,Copatra,111805,1755182463247,,,,,1755182463247
90272,95,Villatina,Origen-Destino,6H,Directa Centro,Copatra,111815,1755182463247,,,,,1755182463247
90325,311ii,Santa Lucia Directa,Origen-Destino,8A,Integrada,Coonatra,112202,1755182463247,,,,,1755182463247
90273,95,Villatina Minorista,Origen-Destino,6H,Directa Centro,Copatra,111825,1755182463247,,,,,1755182463247
90279,107,San Antonio-Minorista,Origen-Destino,6H,Directa Centro,Cootransvi,111895,1755182463247,,,,,1755182463247
90280,107,Ratón Pelao,Origen-Destino,6H,Directa Centro,Cootransvi,111905,1755182463247,,,,,1755182463247
90287,193ii,Estadio-Laureles Santa Teresita,Origen-Destino,8A,Integrada,Autobuses Poblado Laureles,112402,1755182463247,,,,,1755182463247
90281,107,San Antonio,Origen-Destino,6H,Directa Centro,Cootransvi,111885,1755182463247,,,,,1755182463247
90289,195i,Simón Bolívar-Unicentro-estación Santa Lucía,Origen-Destino,8A,Integrada,Tax Maya,112022,1755182463247,,,,,1755182463247
90369,301 DIR-80,Circular,Destino-Origen,"Circular Coonatra 300, 301, 310, 311",Circular,Coonatra,113067,1755182463247,,,,,1755182463247
90282,190,Laureles Parque,Origen-Destino,8A,Directa Centro,Autobuses Poblado Laureles,112355,1755182463247,,,,,1755182463247
90113,263i,12 de Octubre - Estación Tricentenario,Origen-Destino,2B,Integrada,Transporte Medellín Castilla,110712,1755182463247,,,,,1755182463247
90283,191,Laureles Éxito,Origen-Destino,8A,Directa Centro,Autobuses Poblado Laureles,112365,1755182463247,,,,,1755182463247
90187,102A,Pablo Escobar-Cataluña,Destino-Origen,6A,Directa No Centro,Cootranscataluña,111136,1755182463247,,,,,1755182463247
90371,254iB_TV 75,Pilarica,Destino-Origen,2B,Integrada,Transporte Medellín Castilla,,1755182463247,,,,,1755182463247
90113,263i,12 de Octubre - Estación Tricentenario,Destino-Origen,2B,Integrada,Transporte Medellín Castilla,110712,1755182463247,,,,,1755182463247
90114,263ii,12 de Octubre - Estación Tricentenario,Origen-Destino,2B,Integrada,Transporte Medellín Castilla,110722,1755182463247,,,,,1755182463247
90114,263ii,12 de Octubre - Estación Tricentenario,Destino-Origen,2B,Integrada,Transporte Medellín Castilla,110722,1755182463247,,,,,1755182463247
90115,265,Castillita,Origen-Destino,2B,Directa Centro,Transporte Medellín Castilla,110595,1755182463247,,,,,1755182463247
90283,191,Laureles Éxito,Destino-Origen,8A,Directa Centro,Autobuses Poblado Laureles,112365,1755182463247,,,,,1755182463247
90284,192,Laureles Nogal # 1,Origen-Destino,8A,Directa Centro,Autobuses Poblado Laureles,112375,1755182463247,,,,,1755182463247
90375,024 Barrial,Playon de los Comuneros_Barrial,Destino-Origen,6B,Directa No Centro,,,1755182463247,,,,,1755182463247
90285,193,Laureles Nogal # 2,Origen-Destino,8A,Directa Centro,Autobuses Poblado Laureles,112385,1755182463247,,,,,1755182463247
90343,111,El Salvador Barrio Nacional,Origen-Destino,6A,Directa Centro,Flota la Milagrosa,113015,1755182463247,,,,,1755182463247
90286,193i,Estadio-Bolivariana-Laureles,Origen-Destino,8A,Integrada,Autobuses Poblado Laureles,112392,1755182463247,,,,,1755182463247
90073,250AP,Pajarito,Origen-Destino,2A,Directa Centro,Palenque Robledal,110235,1755182463247,,,,,1755182463247
90080,254,Picacho,Origen-Destino,2A,Directa Centro,Transporte Medellín Castilla,110425,1755182463247,,,,,1755182463247
90288,195,Simón Bolívar-Unicentro-Centro,Origen-Destino,8A,Directa Centro,Tax Maya,112015,1755182463247,,,,,1755182463247
90361,311iiR,Rosales,Destino-Origen,8A,Integrada,Coonatra,113092,1755182463247,,,,,1755182463247
90290,195ii,Laureles Campestre-estación Santa Lucía - estación Floresta,Origen-Destino,8A,Integrada,Tax Maya,112032,1755182463247,,,,,1755182463247
90073,250AP,Pajarito,Destino-Origen,2A,Directa Centro,Palenque Robledal,110235,1755182463247,,,,,1755182463247
90291,200,Barrio Cristóbal-Oriental,Destino-Origen,8A,Directa Centro,Conducciones América,112215,1755182463247,,,,,1755182463247
90351,255i,El Llano,Origen-Destino,2A,Integrada,Rápido San Cristóbal,113002,1755182463247,,,,,1755182463247
90355,C23i DERECHA,San Cristóbal-estación San Javier,Destino-Origen,8A,Integrada,Tax Maya,113042,1755182463247,,,,,1755182463247
90292,201,Éxito Corazón,Origen-Destino,8A,Directa Centro,Conducciones América,112955,1755182463247,,,,,1755182463247
90308,225i-2,Colinas,Origen-Destino,8A,Integrada,Metrosan,111922,1755182463247,,,,,1755182463247
90302,221A,San Javier Derecho-La Caseta-Oriental,Destino-Origen,8A,Directa Centro,Conducciones América,112285,1755182463247,,,,,1755182463247
90293,201,Éxito Corazón,Origen-Destino,8A,Directa Centro,Conducciones América,112965,1755182463247,,,,,1755182463247
90296,201i,Los Tanques-El Volcán-El Corazón-San Javier,Origen-Destino,8A,Integrada,Conducciones América,112232,1755182463247,,,,,1755182463247
90309,226i,Salado,Origen-Destino,8A,Integrada,Metrosan,111942,1755182463247,,,,,1755182463247
90310,226i-D,Depósito,Origen-Destino,8A,Integrada,Metrosan,111932,1755182463247,,,,,1755182463247
90297,202,Santa Mónica-Oriental,Origen-Destino,8A,Directa Centro,Conducciones América,112245,1755182463247,,,,,1755182463247
90370,082 V-LA PILOTO,Villa Hermosa-Los Angeles-Hospital la Piloto,Origen-Destino,6D,Directa Centro,Flota Nueva Villa,,1755182463247,,,,,1755182463247
90298,202i,El Morro-Travesías-Corazón-Santa Lucía,Origen-Destino,8A,Integrada,Conducciones América,112252,1755182463247,,,,,1755182463247
90299,203 Belencito,Belencito-Corazón-Oriental,Origen-Destino,8A,Directa Centro,Conducciones América,112265,1755182463247,,,,,1755182463247
90374,172-178 FUSION,Belen la Gloria,Destino-Origen,3A,Directa Centro,Cootrabel,,1755182463247,,,,,1755182463247
90257,98 Directa 1,Santa Elena-Mazo-Las Brisas-Medellín,Origen-Destino,6G,Directa No Centro,Transacoop,111666,1755182463247,,,,,1755182463247
90257,98 Directa 1,Santa Elena-Mazo-Las Brisas-Medellín,Destino-Origen,6G,Directa No Centro,Transacoop,111666,1755182463247,,,,,1755182463247
90258,98 Directa 2,Santa Elena-Barro Blanco-Las Brisas-Medellín,Origen-Destino,6G,Directa No Centro,Transacoop,111676,1755182463247,,,,,1755182463247
90258,98 Directa 2,Santa Elena-Barro Blanco-Las Brisas-Medellín,Destino-Origen,6G,Directa No Centro,Transacoop,111676,1755182463247,,,,,1755182463247
90259,98 Directa 3,Santa Elena-Las Brisas-Medellín,Origen-Destino,6G,Directa No Centro,Transacoop,111686,1755182463247,,,,,1755182463247
90260,98 Directa 4,Santa Elena-Perico-Las Brisas-Medellín,Origen-Destino,6G,Directa No Centro,Transacoop,111696,1755182463247,,,,,1755182463247
90261,98 Directa 5,Santa Elena-El Plan-Las Brisas-Medellín,Origen-Destino,6G,Directa No Centro,Transacoop,111706,1755182463247,,,,,1755182463247
90262,98 Directa 6,Santa Elena-Piedras Blancas-Medellín,Origen-Destino,6G,Directa No Centro,Transacoop,111716,1755182463247,,,,,1755182463247
90262,98 Directa 6,Santa Elena-Piedras Blancas-Medellín,Destino-Origen,6G,Directa No Centro,Transacoop,111716,1755182463247,,,,,1755182463247
90263,98 Directa 7,Santa Elena-Barro Blanco-Medellín,Origen-Destino,6G,Directa No Centro,Transacoop,111726,1755182463247,,,,,1755182463247
90263,98 Directa 7,Santa Elena-Barro Blanco-Medellín,Destino-Origen,6G,Directa No Centro,Transacoop,111726,1755182463247,,,,,1755182463247
90264,98 Directa 8,Santa Elena-El Cerro-Las Brisas-Medellín,Origen-Destino,6G,Directa No Centro,Transacoop,111736,1755182463247,,,,,1755182463247
90264,98 Directa 8,Santa Elena-El Cerro-Las Brisas-Medellín,Destino-Origen,6G,Directa No Centro,Transacoop,111736,1755182463247,,,,,1755182463247
90265,98 Directa 9,Santa Elena-Piedras Blancas-Las Brisas-Medellín,Origen-Destino,6G,Directa No Centro,Transacoop,111746,1755182463247,,,,,1755182463247
90261,98 Directa 5,Santa Elena-El Plan-Las Brisas-Medellín,Destino-Origen,6G,Directa No Centro,Transacoop,111706,1755182463247,,,,,1755182463247
90251,105,Golondrinas horario nocturno,Destino-Origen,6F,Directa Centro,Cootransmallat,112935,1755182463247,,,,,1755182463247
90300,203 Corazón,Corazón-Oriental,Origen-Destino,8A,Directa Centro,Conducciones América,112275,1755182463247,,,,,1755182463247
90301,220,San Javier-Eduardo Santos-Oriental,Destino-Origen,8A,Directa Centro,Conducciones América,112305,1755182463247,,,,,1755182463247
90198,113M,Pablo E.,Destino-Origen,6A,Directa Centro,Flota la Milagrosa,111186,1755182463247,,,,,1755182463247
90302,221A,San Javier Derecho-La Caseta-Oriental,Origen-Destino,8A,Directa Centro,Conducciones América,112285,1755182463247,,,,,1755182463247
90312,227i-A,Peñitas,Origen-Destino,8A,Integrada,Metrosan,111962,1755182463247,,,,,1755182463247
90303,221B,San Javier Derecho-Cuatro Esquinas-Oriental,Origen-Destino,8A,Directa Centro,Conducciones América,112295,1755182463247,,,,,1755182463247
90304,221i,Villa Laura-San Javier,Origen-Destino,8A,Integrada,Conducciones América,112312,1755182463247,,,,,1755182463247
90305,222,San Javier Niza - Oriental,Origen-Destino,8A,Directa Centro,Conducciones América,112325,1755182463247,,,,,1755182463247
90305,222,San Javier Niza - Oriental,Destino-Origen,8A,Directa Centro,Conducciones América,112325,1755182463247,,,,,1755182463247
90001,303,Circular Horario 303,Origen-Destino,Circular Derecha 303,Circular,Coonatra,142427,1755182463247,,,,,1755182463247
90307,225i-1,20 de Julio,Origen-Destino,8A,Integrada,Metrosan,111912,1755182463247,,,,,1755182463247
90317,240,Floresta Estadio-Oriental,Origen-Destino,8A,Directa Centro,Conducciones América,112345,1755182463247,,,,,1755182463247
90010,305,Comercial Hotelera izquierda,Destino-Origen,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Invetrans,112527,1755182463247,,,,,1755182463247
90015,315,Circular 315,Origen-Destino,Circular 315 Y 316,Circular,Santra,112497,1755182463247,,,,,1755182463247
90086,255P,Palmitas-Centro,Origen-Destino,2A,Directa Centro,Rápido San Cristóbal,110135,1755182463247,,,,,1755182463247
90084,255i,Metrocable Aurora-Cárcel,Origen-Destino,2A,Integrada,Rápido San Cristóbal,110112,1755182463247,,,,,1755182463247
90067,250R,Robledales,Origen-Destino,2A,Directa Centro,Palenque Robledal,110215,1755182463247,,,,,1755182463247
90138,Anillo 3h Carrera 73,Alpujarra - Oriental sentido horario,Origen-Destino,2B,Directa Centro,Transporte Medellín Castilla,110465,1755182463247,,,,,1755182463247
90085,255iD,Metrocable La Aurora,Origen-Destino,2A,Integrada,Rápido San Cristóbal,110122,1755182463247,,,,,1755182463247
90355,C23i DERECHA,San Cristóbal-estación San Javier,Origen-Destino,8A,Integrada,Tax Maya,113042,1755182463247,,,,,1755182463247
90139,Anillo F1 Carrera 73,Av. Greiff - Puente Horacio Toro,Origen-Destino,2B,Directa Centro,Transporte Medellín Castilla,110485,1755182463247,,,,,1755182463247
90086,255P,Palmitas-Centro,Destino-Origen,2A,Directa Centro,Rápido San Cristóbal,110135,1755182463247,,,,,1755182463247
90125,306A,Izquierda - Circular Noroccidental,Origen-Destino,2B,Integrada,Transporte Medellín Castilla,110762,1755182463247,,,,,1755182463247
90353,255 V3 HOR ESP,Boqueron Centro Horario Especial,Origen-Destino,2A,Directa Centro,Rápido San Cristóbal,112975,1755182463247,,,,,1755182463247
90331,C23i,La Palma-estación San Javier,Origen-Destino,8A,Integrada,Tax Maya,112102,1755182463247,,,,,1755182463247
90195,112,Las Palmas,Destino-Origen,6A,Directa Centro,Copatra,111196,1755182463247,,,,,1755182463247
90349,255V5,La Cuchilla,Origen-Destino,2A,Directa No Centro,Rápido San Cristóbal,112996,1755182463247,,,,,1755182463247
90209,041D,Aranjuez anillo derecha,Origen-Destino,6B,Directa Centro,Transporte Aranjuez Santa Cruz,121265,1755182463247,,,,,1755182463247
90105,254i,Pilarica integrada,Origen-Destino,2B,Integrada,Transporte Medellín Castilla,110682,1755182463247,,,,,1755182463247
90081,255A,Nuevo Occidente-Las Flores,Origen-Destino,2A,Directa Centro,Rápido San Cristóbal,110085,1755182463247,,,,,1755182463247
90092,255A,Nuevo Occidente El Tirol,Origen-Destino,2A,Directa Centro,Rápido San Cristóbal,110095,1755182463247,,,,,1755182463247
90071,250AH,La Huerta,Origen-Destino,2A,Directa Centro,Palenque Robledal,110225,1755182463247,,,,,1755182463247
90089,255V2,Vereda Yolombó - Parque San Cristóbal,Origen-Destino,2A,Directa No Centro,Rápido San Cristóbal,110166,1755182463247,,,,,1755182463247
90318,242,La Divisa,Origen-Destino,8A,Directa Centro,Coonatra,112135,1755182463247,,,,,1755182463247
90210,041I,Aranjuez anillo izquierda,Destino-Origen,6B,Directa Centro,Transporte Aranjuez Santa Cruz,121275,1755182463247,,,,,1755182463247
90082,255D,San Cristóbal -Conexión vial,Origen-Destino,2A,Directa Centro,Rápido San Cristóbal,110105,1755182463247,,,,,1755182463247
90334,C23ii,San Cristóbal-Calle Negra-estación Aurora,Origen-Destino,8A,Integrada,Tax Maya,112072,1755182463247,,,,,1755182463247
90276,103,Mirlas,Origen-Destino,6H,Directa Centro,Cootransi,111855,1755182463247,,,,,1755182463247
90088,255V1D,Vereda El Llano - Centro,Origen-Destino,2A,Directa Centro,Rápido San Cristóbal,110146,1755182463247,,,,,1755182463247
90314,227iB-2,Socorro,Origen-Destino,8A,Integrada,Metrosan,111992,1755182463247,,,,,1755182463247
90065,250AiP,Pajarito integrada,Origen-Destino,2A,Integrada,Palenque Robledal,110242,1755182463247,,,,,1755182463247
90083,255,San Cristóbal - Doña María,Origen-Destino,2A,Directa Centro,Rápido San Cristóbal,110065,1755182463247,,,,,1755182463247
90377,229i,Barrio Nuevo,Origen-Destino,8A,Integrada,Metrosan,,1755182463247,,,,,1755182463247
90231,082 V-LAD,Villa Hermosa - Los Ángeles - Directa,Destino-Origen,6D,Directa Centro,Flota Nueva Villa,111445,1755182463247,,,,,1755182463247
90277,103,Mirlas Minorista,Origen-Destino,6H,Directa Centro,Cootransi,111865,1755182463247,,,,,1755182463247
90319,242,La Quiebra,Origen-Destino,8A,Directa Centro,Coonatra,112145,1755182463247,,,,,1755182463247
90070,250VF,Robledo Villa Flora,Origen-Destino,2A,Directa Centro,Palenque Robledal,110205,1755182463247,,,,,1755182463247
90375,024 Barrial,Playon de los Comuneros_Barrial,Origen-Destino,6B,Directa No Centro,,,1755182463247,,,,,1755182463247
90237,60,Santo Domingo,Destino-Origen,6E,Directa Centro,Cootranscol,131505,1755182463247,,,,,1755182463247
90255,106,Tres Esquinas - Minorista,Origen-Destino,6F,Directa Centro,Cootransmallat,111656,1755182463247,,,,,1755182463247
90265,98 Directa 9,Santa Elena-Piedras Blancas-Las Brisas-Medellín,Destino-Origen,6G,Directa No Centro,Transacoop,111746,1755182463247,,,,,1755182463247
90260,98 Directa 4,Santa Elena-Perico-Las Brisas-Medellín,Destino-Origen,6G,Directa No Centro,Transacoop,111696,1755182463247,,,,,1755182463247
90074,251,Margaritas,Origen-Destino,2A,Directa Centro,Palenque Robledal,110315,1755182463247,,,,,1755182463247
90256,106,Tres Esquinas - Minorista horario especial,Origen-Destino,6F,Directa Centro,Cootransmallat,112945,1755182463247,,,,,1755182463247
90372,255iD Estacion Estadio,Metrocable La Aurora Estacion Estadio,Origen-Destino,2A,Directa Centro,Rápido San Cristóbal,,1755182463247,,,,,1755182463247
90372,255iD Estacion Estadio,Metrocable La Aurora Estacion Estadio,Destino-Origen,2A,Directa Centro,Rápido San Cristóbal,,1755182463247,,,,,1755182463247
90373,255i Estacion Estadio,Metrocable La Aurora Estacion Estadio,Origen-Destino,2A,Directa Centro,Rápido San Cristóbal,,1755182463247,,,,,1755182463247
90373,255i Estacion Estadio,Metrocable La Aurora Estacion Estadio,Destino-Origen,2A,Directa Centro,Rápido San Cristóbal,,1755182463247,,,,,1755182463247
90328,C23i IZQUIERA,San Cristóbal-estación San Javier,Destino-Origen,8A,Integrada,Tax Maya,112062,1755182463247,,,,,1755182463247
90085,255iD,Metrocable La Aurora,Destino-Origen,2A,Integrada,Rápido San Cristóbal,110122,1755182463247,,,,,1755182463247
90184,102D,Ávila-Iglesia Cataluña,Destino-Origen,6A,Directa Centro,Cootranscataluña,112885,1755182463247,,,,,1755182463247
90274,103,Sierra,Destino-Origen,6H,Directa Centro,Cootransi,111835,1755182463247,,,,,1755182463247
90332,C23i,Las Playas-estación San Javier,Destino-Origen,8A,Integrada,Tax Maya,112112,1755182463247,,,,,1755182463247
90274,103,Sierra,Origen-Destino,6H,Directa Centro,Cootransi,111835,1755182463247,,,,,1755182463247
90110,261ii,Estación Tricentenario,Destino-Origen,2B,Integrada,Transporte Medellín Castilla,110732,1755182463247,,,,,1755182463247
90349,255V5,La Cuchilla,Destino-Origen,2A,Directa No Centro,Rápido San Cristóbal,112996,1755182463247,,,,,1755182463247
90103,255V,Vereda La Aldea,Destino-Origen,2A,Directa No Centro,Rápido San Cristóbal,112826,1755182463247,,,,,1755182463247
90102,255V,Vereda La Suiza-La Frisola-La Guayabala-La Volcana,Destino-Origen,2A,Directa No Centro,Rápido San Cristóbal,112816,1755182463247,,,,,1755182463247
90325,311ii,Santa Lucia Directa,Destino-Origen,8A,Integrada,Coonatra,112202,1755182463247,,,,,1755182463247
90331,C23i,La Palma-estación San Javier,Destino-Origen,8A,Integrada,Tax Maya,112102,1755182463247,,,,,1755182463247
90229,81,Villa Hermosa - Derecho,Destino-Origen,6D,Directa Centro,Flota Nueva Villa,111425,1755182463247,,,,,1755182463247
90367,300 DIR-80,Circular,Destino-Origen,"Circular Coonatra 300, 301, 310, 311",Circular,Coonatra,113057,1755182463247,,,,,1755182463247
90343,111,El Salvador Barrio Nacional,Destino-Origen,6A,Directa Centro,Flota la Milagrosa,113015,1755182463247,,,,,1755182463247
90081,255A,Nuevo Occidente-Las Flores,Destino-Origen,2A,Directa Centro,Rápido San Cristóbal,110085,1755182463247,,,,,1755182463247
90092,255A,Nuevo Occidente El Tirol,Destino-Origen,2A,Directa Centro,Rápido San Cristóbal,110095,1755182463247,,,,,1755182463247
90351,255i,El Llano,Destino-Origen,2A,Integrada,Rápido San Cristóbal,113002,1755182463247,,,,,1755182463247
90301,220,San Javier-Eduardo Santos-Oriental,Origen-Destino,8A,Directa Centro,Conducciones América,112305,1755182463247,,,,,1755182463247
90088,255V1D,Vereda El Llano - Centro,Destino-Origen,2A,Directa Centro,Rápido San Cristóbal,110146,1755182463247,,,,,1755182463247
90334,C23ii,San Cristóbal-Calle Negra-estación Aurora,Destino-Origen,8A,Integrada,Tax Maya,112072,1755182463247,,,,,1755182463247
90276,103,Mirlas,Destino-Origen,6H,Directa Centro,Cootransi,111855,1755182463247,,,,,1755182463247
90089,255V2,Vereda Yolombó - Parque San Cristóbal,Destino-Origen,2A,Directa No Centro,Rápido San Cristóbal,110166,1755182463247,,,,,1755182463247
90083,255,San Cristóbal - Doña María,Destino-Origen,2A,Directa Centro,Rápido San Cristóbal,110065,1755182463247,,,,,1755182463247
90297,202,Santa Mónica-Oriental,Destino-Origen,8A,Directa Centro,Conducciones América,112245,1755182463247,,,,,1755182463247
90091,255V3,Izquierda Vereda Boquerón - Parque San Cristóbal,Destino-Origen,2A,Directa No Centro,Rápido San Cristóbal,110176,1755182463247,,,,,1755182463247
90313,227i-B,Gabriela,Origen-Destino,8A,Integrada,Metrosan,111972,1755182463247,,,,,1755182463247
90236,57,Bello Oriente,Destino-Origen,6E,Directa Centro,Coopetransa,121495,1755182463247,,,,,1755182463247
90275,103,Sierra Minorista,Destino-Origen,6H,Directa Centro,Cootransi,111845,1755182463247,,,,,1755182463247
90370,082 V-LA PILOTO,Villa Hermosa-Los Angeles-Hospital la Piloto,Destino-Origen,6D,Directa Centro,Flota Nueva Villa,,1755182463247,,,,,1755182463247
90330,C23i,El Patio-estación San Javier,Destino-Origen,8A,Integrada,Tax Maya,112092,1755182463247,,,,,1755182463247
90332,C23i,Las Playas-estación San Javier,Origen-Destino,8A,Integrada,Tax Maya,112112,1755182463247,,,,,1755182463247
90333,C23i,Pedregal Bajo-estación San Javier,Origen-Destino,8A,Integrada,Tax Maya,112122,1755182463247,,,,,1755182463247
90277,103,Mirlas Minorista,Destino-Origen,6H,Directa Centro,Cootransi,111865,1755182463247,,,,,1755182463247
90090,255V3,Derecha Vereda Boquerón - Parque San Cristóbal,Destino-Origen,2A,Directa No Centro,Rápido San Cristóbal,110186,1755182463247,,,,,1755182463247
90353,255 V3 HOR ESP,Boqueron Centro Horario Especial,Destino-Origen,2A,Directa Centro,Rápido San Cristóbal,112975,1755182463247,,,,,1755182463247
90361,311iiR,Rosales,Origen-Destino,8A,Integrada,Coonatra,113092,1755182463247,,,,,1755182463247
90320,243,La Divisa,Origen-Destino,8A,Directa Centro,Coonatra,112155,1755182463247,,,,,1755182463247
90321,243,La Quiebra,Origen-Destino,8A,Directa Centro,Coonatra,112165,1755182463247,,,,,1755182463247
90322,243i,Floresta,Origen-Destino,8A,Integrada,Coonatra,112172,1755182463247,,,,,1755182463247
90329,C23i,La Asomadera-estación San Javier,Origen-Destino,8A,Integrada,Tax Maya,112082,1755182463247,,,,,1755182463247
90330,C23i,El Patio-estación San Javier,Origen-Destino,8A,Integrada,Tax Maya,112092,1755182463247,,,,,1755182463247
90335,085 L C,La Cruz,Origen-Destino,6D,Directa Centro,Cootracovi,113425,1755182463247,,,,,1755182463247
90337,085 L H MINO,La Honda Minorista,Origen-Destino,6D,Directa Centro,Cootracovi,113435,1755182463247,,,,,1755182463247
90337,085 L H MINO,La Honda Minorista,Destino-Origen,6D,Directa Centro,Cootracovi,113435,1755182463247,,,,,1755182463247
90347,255V4,Las Playas,Origen-Destino,2A,Directa No Centro,Rápido San Cristóbal,112986,1755182463247,,,,,1755182463247
90357,107,Perlas Minorista,Origen-Destino,6H,Directa Centro,Cootransvi,113075,1755182463247,,,,,1755182463247
90359,107,Raton Pelao Minorista,Origen-Destino,6H,Directa Centro,Cootransvi,113085,1755182463247,,,,,1755182463247
90363,310R,Rosales,Origen-Destino,Circular 310Rosales,Circular,Coonatra,113097,1755182463247,,,,,1755182463247
90365,250VF_C,Villa Flora-Curazao,Origen-Destino,2A,Directa Centro,Palenque Robledal,113105,1755182463247,,,,,1755182463247
90367,300 DIR-80,Circular,Origen-Destino,"Circular Coonatra 300, 301, 310, 311",Circular,Coonatra,113057,1755182463247,,,,,1755182463247
90377,229i,Barrio Nuevo,Destino-Origen,8A,Integrada,Metrosan,,1755182463247,,,,,1755182463247
90371,254iB_TV 75,Pilarica,Origen-Destino,2B,Integrada,Transporte Medellín Castilla,,1755182463247,,,,,1755182463247
90374,172-178 FUSION,Belen la Gloria,Origen-Destino,3A,Directa Centro,Cootrabel,,1755182463247,,,,,1755182463247
90376,069 Ramal,El Jardin-La Cima,Origen-Destino,6E,Directa No Centro,Coopetransa,16855,1755182463247,,,,,1755182463247
90002,286,Circular 286,Destino-Origen,Circular 286,Circular,Combuses,112487,1755182463247,,,,,1755182463247
90108,261i Der,Derecha Castilla - Estación Universidad,Destino-Origen,2B,Integrada,Transporte Medellín Castilla,120702,1755182463247,,,,,1755182463247
90122,283i,Florencia-estación Acevedo,Destino-Origen,2B,Integrada,Transporte Medellín Castilla,110752,1755182463247,,,,,1755182463247
90080,254,Picacho,Destino-Origen,2A,Directa Centro,Transporte Medellín Castilla,110425,1755182463247,,,,,1755182463247
90090,255V3,Derecha Vereda Boquerón - Parque San Cristóbal,Origen-Destino,2A,Directa No Centro,Rápido San Cristóbal,110186,1755182463247,,,,,1755182463247
90091,255V3,Izquierda Vereda Boquerón - Parque San Cristóbal,Origen-Destino,2A,Directa No Centro,Rápido San Cristóbal,110176,1755182463247,,,,,1755182463247
90001,303,Circular Horario 303,Destino-Origen,Circular Derecha 303,Circular,Coonatra,142427,1755182463247,,,,,1755182463247
90006,301,Circular,Destino-Origen,"Circular Coonatra 300, 301, 310, 311",Circular,Coonatra,112457,1755182463247,,,,,1755182463247
90057,246,Blanquizal,Destino-Origen,2A,Directa Centro,Cootransblan,110015,1755182463247,,,,,1755182463247
90007,310,Directa Circular,Destino-Origen,"Circular Coonatra 300, 301, 310, 311",Circular,Coonatra,112467,1755182463247,,,,,1755182463247
90011,308,Ruta de la Salud derecha,Destino-Origen,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,112537,1755182463247,,,,,1755182463247
90012,308D,Ruta de la Salud derecha directa,Destino-Origen,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,112547,1755182463247,,,,,1755182463247
90252,105,El Faro,Destino-Origen,6F,Directa Centro,Cootransmallat,111626,1755182463247,,,,,1755182463247
90363,310R,Rosales,Destino-Origen,Circular 310Rosales,Circular,Coonatra,113097,1755182463247,,,,,1755182463247
90013,309,Ruta de la Salud izquierda,Destino-Origen,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,112557,1755182463247,,,,,1755182463247
90061,246C,Blanquizal Calazanía,Destino-Origen,2A,Directa Centro,Cootransblan,110025,1755182463247,,,,,1755182463247
90014,309D,Ruta de la Salud izquierda directa,Destino-Origen,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,112567,1755182463247,,,,,1755182463247
90063,246i,Blanquizal integrada,Destino-Origen,2A,Integrada,Cootransblan,110042,1755182463247,,,,,1755182463247
90015,315,Circular 315,Destino-Origen,Circular 315 Y 316,Circular,Santra,112497,1755182463247,,,,,1755182463247
90059,246D,Blanquizal Calazanía directa,Destino-Origen,2A,Directa Centro,Cootransblan,110035,1755182463247,,,,,1755182463247
90256,106,Tres Esquinas - Minorista horario especial,Destino-Origen,6F,Directa Centro,Cootransmallat,112945,1755182463247,,,,,1755182463247
90067,250R,Robledales,Destino-Origen,2A,Directa Centro,Palenque Robledal,110215,1755182463247,,,,,1755182463247
90069,250iR,Robledal integrada,Destino-Origen,2A,Integrada,Palenque Robledal,110262,1755182463247,,,,,1755182463247
90252,105,El Faro,Origen-Destino,6F,Directa Centro,Cootransmallat,111626,1755182463247,,,,,1755182463247
90070,250VF,Robledo Villa Flora,Destino-Origen,2A,Directa Centro,Palenque Robledal,110205,1755182463247,,,,,1755182463247
90075,252,Kennedy,Destino-Origen,2A,Directa Centro,Palenque Robledal,110325,1755182463247,,,,,1755182463247
90076,253D,Aures derecha,Destino-Origen,2A,Directa Centro,Palenque Robledal,110345,1755182463247,,,,,1755182463247
90077,253I,Aures izquierda,Destino-Origen,2A,Directa Centro,Palenque Robledal,110335,1755182463247,,,,,1755182463247
90078,253iA,Robledo Aures integrada,Destino-Origen,2A,Integrada,Palenque Robledal,110292,1755182463247,,,,,1755182463247
90139,Anillo F1 Carrera 73,Av. Greiff - Puente Horacio Toro,Destino-Origen,2B,Directa Centro,Transporte Medellín Castilla,110485,1755182463247,,,,,1755182463247
90079,253iAR,Robledo Aures integrada Ramal,Destino-Origen,2A,Integrada,Palenque Robledal,110302,1755182463247,,,,,1755182463247
90172,287,Terminal de Transporte Norte,Destino-Origen,5A,Directa Centro,Autobuses Poblado Laureles,110945,1755182463247,,,,,1755182463247
90303,221B,San Javier Derecho-Cuatro Esquinas-Oriental,Destino-Origen,8A,Directa Centro,Conducciones América,112295,1755182463247,,,,,1755182463247
